name,genres
SPAGHET,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Mob War,"[{'id': '73', 'description': 'Violent'}, {'id': '74', 'description': 'Gore'}, {'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Wallrunners,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
MLB Home Run Derby VR,"[{'id': '18', 'description': 'Sports'}]"
Achievement Lurker: Another one bites the dust,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Packed Train,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Yafti,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Space Flowers,"[{'id': '2', 'description': 'Strategy'}]"
Ria's Hook,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Trivia Vault: Boxing Trivia,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
The Dreamlands: Aisling's Quest,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
螢幕判官 Behind the Screen,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Lethal Lawns: Competitive Mowing Bloodsport,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}]"
My Sunny Resort,"[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '28', 'description': 'Simulation'}]"
Floor Kids,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}]"
Horse Farm,"[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '28', 'description': 'Simulation'}]"
Military Operations: Benchmark,"[{'id': '57', 'description': 'Utilities'}]"
20.000 Leagues Under The Sea - Captain Nemo,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
ShineG In Future Factory,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
MAGIX Photostory Premium VR Steam Edition,"[{'id': '55', 'description': 'Photo Editing'}, {'id': '58', 'description': 'Video Production'}]"
SOUND FORGE Pro 12 Steam Edition,"[{'id': '52', 'description': 'Audio Production'}]"
Last Anime Boy 2: Hentai Zombie Hell,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Who Am I: The Tale of Dorothy,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
ADR-Labelling Game,"[{'id': '28', 'description': 'Simulation'}]"
Endless Fun The battle for peanuts,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Old Factory,"[{'id': '73', 'description': 'Violent'}, {'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Secret Laboratory,"[{'id': '73', 'description': 'Violent'}, {'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Steven Universe: Save the Light,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Tower Defense Sudden Attack,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Super Volley Blast,"[{'id': '18', 'description': 'Sports'}]"
SAS VS Zombies,"[{'id': '73', 'description': 'Violent'}, {'id': '74', 'description': 'Gore'}, {'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Magika Land of Fantasy,"[{'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Flynn and Freckles,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Glaive: Brick Breaker,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
WAY HOME,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Little Bug,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Animal Jam - Play Wild!,"[{'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]"
GL1TCH,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
You Are The Apple Of My Eye 研磨时光,"[{'id': '23', 'description': 'Indie'}]"
EXE: Mainframe,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Trivia Vault: Auto Racing Trivia,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}]"
属性与生活,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Struggle For Survival VR : Battle Royale,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '28', 'description': 'Simulation'}]"
Pukan Bye Bye,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Escape From Tethys,"[{'id': '1', 'description': 'Action'}]"
2DGameManias Taken,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Bitcoin Minia,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Squids Odyssey,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Typical Nightmare,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Eternal Man: Jump,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Beer and Skittls VR,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}, {'id': '2', 'description': 'Strategy'}]"
The Amazing Bernard,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
FlappyU VR,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Try to seize me,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Fureraba ~Friend to Lover~,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}]"
The Secrets of The Forest,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Velvet Guard,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Ouroboros,"[{'id': '71', 'description': 'Sexual Content'}, {'id': '72', 'description': 'Nudity'}, {'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
METAL,"[{'id': '73', 'description': 'Violent'}, {'id': '74', 'description': 'Gore'}, {'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
Diary of Defender,"[{'id': '73', 'description': 'Violent'}, {'id': '74', 'description': 'Gore'}, {'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '70', 'description': 'Early Access'}]"
Trivia Vault: Golf Trivia,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}]"
Mortal Squad: Portal to Hell,"[{'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Ellen,"[{'id': '23', 'description': 'Indie'}]"
Wolf Tails,"[{'id': '71', 'description': 'Sexual Content'}, {'id': '72', 'description': 'Nudity'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Tori,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
BLOCK CAT SPACE GOLF,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Spinnortality | cyberpunk management sim,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Griefer,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
liquivid Easy Cinemagraph,"[{'id': '58', 'description': 'Video Production'}]"
Peace Duke,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Totally Accurate Battlegrounds,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Knife Hit Dash,"[{'id': '23', 'description': 'Indie'}]"
Bubble Strike,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
STE : Save The Earth,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Pokka Man,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Alchemy Classic,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Marginal act,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Round Mars,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}]"
Sloppy Goat,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Lucky VS Aliens,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
The Big Three,
Erinye Demo,"[{'id': '72', 'description': 'Nudity'}, {'id': '73', 'description': 'Violent'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Glitchball,"[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '18', 'description': 'Sports'}]"
Precision Sniping: Competitive,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]"
Aesthetic Arena,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Booty Calls,"[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Isoland 2 - Ashes of Time,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Battle Brawlers,"[{'id': '37', 'description': 'Free to Play'}, {'id': '2', 'description': 'Strategy'}]"
Dungeon Of Dragon Knight,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
Gnomes Garden Lost King,"[{'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}]"
Zombow,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
HYKEE - Episode 1: Underwater,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
VR TOON Help Me (살려주세요),"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
AUTOCROSS MADNESS,"[{'id': '1', 'description': 'Action'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]"
Who's in the Box?,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Oscillatron: Alien Frequency,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Freedom March: Rebel Leader,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Labyrinths of Atlantis,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Kitty Play,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Frightened Beetles,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
Macrotis: A Mother's Journey,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Float,"[{'id': '51', 'description': 'Animation & Modeling'}, {'id': '57', 'description': 'Utilities'}, {'id': '70', 'description': 'Early Access'}]"
Kawaii Rainbow Portal,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Objects in Space,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Relic Raiders,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Achievement Clicker 2019,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
The Bell Chimes for Gold,"[{'id': '71', 'description': 'Sexual Content'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
BitBreaker,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Show Me What You Got,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
KovaaK's FPS Aim Trainer,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Monster Jam Steel Titans,"[{'id': '4', 'description': 'Casual'}, {'id': '9', 'description': 'Racing'}, {'id': '18', 'description': 'Sports'}]"
Fallingcers,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '18', 'description': 'Sports'}]"
Dragon Awaken,"[{'id': '37', 'description': 'Free to Play'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
Havoc in heaven,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
Ouch！War！/ 破音乱斗,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Blockchain Tycoon,"[{'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}, {'id': '70', 'description': 'Early Access'}]"
HELLFRONT: HONEYMOON,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
My Maid Girlfriend,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Nobody Knows,"[{'id': '72', 'description': 'Nudity'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
The Last Tower,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Jolly Battle,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
The Witch's Apprentice: A Magical Mishap,"[{'id': '4', 'description': 'Casual'}, {'id': '2', 'description': 'Strategy'}]"
Crimson Defense,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}]"
Pure Rock Crawling,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}, {'id': '70', 'description': 'Early Access'}]"
Fighting Fantasy Legends Portal,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Charlotte,"[{'id': '71', 'description': 'Sexual Content'}, {'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Temptation,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Dragonward,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Space Drift Squad,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Porcuball,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Elude,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
To Trust an Incubus,"[{'id': '28', 'description': 'Simulation'}]"
Dude Simulator 2,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}]"
CyberRebeat -The Fifth Domain of Warfare-,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Downhill Deceits,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
A Bloody Party,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '28', 'description': 'Simulation'}]"
Lazy Devil's game life /废宅魔王的幸福生活,"[{'id': '71', 'description': 'Sexual Content'}, {'id': '72', 'description': 'Nudity'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Type,"[{'id': '4', 'description': 'Casual'}]"
ELDR  LEGACY,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}]"
Crazy Science: Long Run,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Dead Ground:Arena,"[{'id': '73', 'description': 'Violent'}, {'id': '74', 'description': 'Gore'}, {'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
BlueberryNOVA,
Grotoro,"[{'id': '1', 'description': 'Action'}, {'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
Fajoce,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
Viking's drakkars,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}]"
M.I.N.D.,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
STEINS;GATE 0,"[{'id': '25', 'description': 'Adventure'}]"
Royal Battleships,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
The Mystery of Devils House,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Masked Forces 3,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
JQ: chemistry,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Zombie Teacher,"[{'id': '23', 'description': 'Indie'}]"
BrainPower,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '70', 'description': 'Early Access'}]"
Sacred Stones,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Find someone else,"[{'id': '25', 'description': 'Adventure'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Pilferer,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
ButcherBoy,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Laser Ball,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
EONIA,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]"
CONCLUSE,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
Spirits of Mystery: The Silver Arrow Collector's Edition,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Haunted Manor: Painted Beauties Collector's Edition,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Dark Romance: Heart of the Beast Collector's Edition,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Twilight Phenomena: The Incredible Show Collector's Edition,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Sable Maze: Forbidden Garden Collector's Edition,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Paws 'n Claws VR,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
The Road to Hades,"[{'id': '73', 'description': 'Violent'}, {'id': '74', 'description': 'Gore'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
VR Benchmark Kanojo,"[{'id': '37', 'description': 'Free to Play'}]"
Golf Cart Drive,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '9', 'description': 'Racing'}, {'id': '28', 'description': 'Simulation'}, {'id': '18', 'description': 'Sports'}]"
Mervin and the Wicked Station,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
I am not a Monster,"[{'id': '23', 'description': 'Indie'}, {'id': '29', 'description': 'Massively Multiplayer'}, {'id': '3', 'description': 'RPG'}, {'id': '2', 'description': 'Strategy'}]"
Rosette and Words,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}]"
Floor By Floor,"[{'id': '1', 'description': 'Action'}]"
The Capture Worlds,"[{'id': '1', 'description': 'Action'}, {'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}, {'id': '3', 'description': 'RPG'}, {'id': '70', 'description': 'Early Access'}]"
Aladin & the Enchanted Lamp,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
The Three Musketeers - D'Artagnan & the 12 Jewels,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Les Misérables: Cosette's Fate,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
Les Misérables: Jean Valjean,"[{'id': '25', 'description': 'Adventure'}, {'id': '4', 'description': 'Casual'}]"
FlickSync - Mad Hatter VR,"[{'id': '4', 'description': 'Casual'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}]"
BulletRage,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Overclocked: The Aclockalypse,"[{'id': '1', 'description': 'Action'}, {'id': '37', 'description': 'Free to Play'}, {'id': '23', 'description': 'Indie'}]"
Bounty Hunter: Space Detective,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}, {'id': '2', 'description': 'Strategy'}]"
School Fab Lab VR,"[{'id': '54', 'description': 'Education'}]"
Secret Little Haven,"[{'id': '25', 'description': 'Adventure'}, {'id': '23', 'description': 'Indie'}]"
Luminous Combat,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
Coin Pusher,"[{'id': '4', 'description': 'Casual'}, {'id': '23', 'description': 'Indie'}, {'id': '28', 'description': 'Simulation'}, {'id': '2', 'description': 'Strategy'}]"
InkSplosion,"[{'id': '1', 'description': 'Action'}, {'id': '23', 'description': 'Indie'}]"
